precision,auc,n_features,features
0.240625,0.6246153846153846,26,"['player_height', 'player_weight', 'player_class', 'usage_overall', 'stats_passing_pct', 'win_rate', 'is_power_5', 'class_risk_factor', 'win_rate_class_risk_factor', 'is_not_same_coach_next_season', 'yoy_win_rate', 'yoy_stats_passing_pct', 'yoy_usage_overall', 'team_coach_encoded', 'team_name_encoded', 'team_conference_ACC', 'team_conference_American Athletic', 'team_conference_Big 12', 'team_conference_Big Ten', 'team_conference_Conference USA', 'team_conference_FBS Independents', 'team_conference_Mid-American', 'team_conference_Mountain West', 'team_conference_Pac-12', 'team_conference_SEC', 'team_conference_Sun Belt']"
0.24,0.6139097266369994,23,"['team_conference_Mid-American' 'yoy_win_rate' 'usage_overall'
 'class_risk_factor' 'player_weight' 'team_conference_American Athletic'
 'team_conference_SEC' 'team_coach_encoded' 'win_rate' 'stats_passing_pct'
 'team_conference_Big Ten' 'yoy_stats_passing_pct'
 'team_conference_Sun Belt' 'team_conference_Pac-12' 'team_conference_ACC'
 'yoy_usage_overall' 'is_not_same_coach_next_season'
 'win_rate_class_risk_factor' 'team_conference_Conference USA'
 'player_height' 'team_name_encoded' 'player_class'
 'team_conference_FBS Independents']"
0.22468354430379747,0.6000317863954228,12,"['team_conference_Mountain West' 'yoy_usage_overall'
 'win_rate_class_risk_factor' 'team_conference_FBS Independents'
 'is_power_5' 'player_class' 'team_coach_encoded' 'team_name_encoded'
 'player_height' 'is_not_same_coach_next_season' 'team_conference_SEC'
 'win_rate']"
0.18778280542986425,0.5589446916719645,10,"['player_weight' 'yoy_win_rate' 'team_conference_Conference USA'
 'team_conference_FBS Independents' 'yoy_usage_overall'
 'team_conference_Big Ten' 'win_rate_class_risk_factor'
 'team_coach_encoded' 'yoy_stats_passing_pct'
 'is_not_same_coach_next_season']"
0.21287128712871287,0.5705340114431023,16,"['stats_passing_pct' 'yoy_win_rate' 'win_rate_class_risk_factor'
 'player_weight' 'team_conference_Mid-American' 'team_conference_ACC'
 'team_conference_Big Ten' 'team_conference_Sun Belt' 'team_coach_encoded'
 'team_conference_Big 12' 'yoy_stats_passing_pct' 'yoy_usage_overall'
 'team_conference_FBS Independents' 'is_not_same_coach_next_season'
 'team_conference_American Athletic' 'team_conference_SEC']"
0.2181208053691275,0.5889637635092181,21,"['team_conference_ACC' 'team_conference_Mountain West' 'player_class'
 'team_name_encoded' 'player_height' 'is_power_5'
 'team_conference_Mid-American' 'player_weight' 'team_coach_encoded'
 'is_not_same_coach_next_season' 'team_conference_Pac-12'
 'team_conference_Big 12' 'stats_passing_pct' 'team_conference_Sun Belt'
 'win_rate' 'team_conference_American Athletic'
 'team_conference_Conference USA' 'team_conference_FBS Independents'
 'yoy_usage_overall' 'team_conference_Big Ten' 'class_risk_factor']"
0.21818181818181817,0.6219071837253656,21,"['player_weight' 'team_conference_Big Ten' 'usage_overall'
 'is_not_same_coach_next_season' 'stats_passing_pct' 'team_conference_SEC'
 'team_conference_FBS Independents' 'yoy_usage_overall' 'player_height'
 'team_conference_Big 12' 'yoy_stats_passing_pct' 'class_risk_factor'
 'team_conference_Mountain West' 'win_rate' 'team_conference_ACC'
 'team_conference_American Athletic' 'team_coach_encoded'
 'team_conference_Sun Belt' 'win_rate_class_risk_factor'
 'team_conference_Mid-American' 'team_conference_Conference USA']"
0.24390243902439024,0.6317228226319136,21,"['team_coach_encoded' 'team_conference_ACC'
 'team_conference_American Athletic' 'team_conference_Big 12'
 'yoy_stats_passing_pct' 'win_rate_class_risk_factor' 'team_name_encoded'
 'player_height' 'player_class' 'yoy_usage_overall'
 'team_conference_Mid-American' 'team_conference_Mountain West' 'win_rate'
 'team_conference_Conference USA' 'usage_overall' 'class_risk_factor'
 'stats_passing_pct' 'is_power_5' 'is_not_same_coach_next_season'
 'player_weight' 'team_conference_Sun Belt']"
0.2459546925566343,0.6112078830260648,15,"['team_conference_Pac-12' 'team_conference_Mid-American'
 'team_conference_FBS Independents' 'team_conference_Conference USA'
 'team_conference_ACC' 'usage_overall' 'stats_passing_pct'
 'class_risk_factor' 'team_name_encoded' 'team_conference_Big 12'
 'player_height' 'yoy_stats_passing_pct' 'team_conference_Sun Belt'
 'team_conference_SEC' 'team_conference_Big Ten']"
0.25688073394495414,0.6235346471710108,19,"['player_weight' 'team_conference_Big Ten'
 'team_conference_Conference USA' 'win_rate_class_risk_factor'
 'team_conference_Mid-American' 'team_conference_Big 12' 'player_class'
 'player_height' 'yoy_win_rate' 'team_name_encoded'
 'is_not_same_coach_next_season' 'team_conference_Mountain West'
 'stats_passing_pct' 'team_conference_Pac-12' 'is_power_5'
 'class_risk_factor' 'yoy_usage_overall' 'team_coach_encoded'
 'usage_overall']"
0.3142857142857143,0.5206357279084551,6,"['team_conference_Mid-American' 'team_conference_SEC' 'stats_passing_pct'
 'team_name_encoded' 'is_not_same_coach_next_season'
 'team_conference_Conference USA']"
0.2528301886792453,0.6120025429116339,25,"['team_conference_SEC' 'yoy_stats_passing_pct'
 'is_not_same_coach_next_season' 'team_conference_Big 12'
 'team_conference_Big Ten' 'player_weight' 'team_name_encoded'
 'class_risk_factor' 'yoy_win_rate' 'team_conference_Sun Belt'
 'win_rate_class_risk_factor' 'team_conference_FBS Independents'
 'team_conference_American Athletic' 'stats_passing_pct'
 'team_conference_Conference USA' 'team_coach_encoded' 'player_class'
 'team_conference_Mountain West' 'team_conference_Pac-12'
 'yoy_usage_overall' 'is_power_5' 'team_conference_ACC' 'usage_overall'
 'team_conference_Mid-American' 'player_height']"
0.19595959595959597,0.5600063572790845,7,"['team_conference_Conference USA' 'stats_passing_pct' 'yoy_usage_overall'
 'is_not_same_coach_next_season' 'team_conference_Pac-12' 'player_height'
 'team_conference_Big 12']"
0.2482758620689655,0.6304767959313414,24,"['player_weight' 'team_conference_Sun Belt' 'stats_passing_pct'
 'team_conference_ACC' 'team_conference_Mid-American'
 'yoy_stats_passing_pct' 'team_conference_SEC' 'yoy_win_rate' 'win_rate'
 'team_conference_American Athletic' 'team_conference_Big 12'
 'player_height' 'class_risk_factor' 'team_name_encoded' 'is_power_5'
 'team_conference_Conference USA' 'team_coach_encoded' 'yoy_usage_overall'
 'player_class' 'win_rate_class_risk_factor' 'team_conference_Pac-12'
 'usage_overall' 'is_not_same_coach_next_season'
 'team_conference_Mountain West']"
0.23825503355704697,0.5964844246662429,6,"['team_conference_Mid-American' 'usage_overall' 'team_conference_Pac-12'
 'team_name_encoded' 'yoy_stats_passing_pct' 'stats_passing_pct']"
0.23605150214592274,0.58822631913541,7,"['win_rate_class_risk_factor' 'player_class' 'yoy_usage_overall'
 'player_weight' 'yoy_stats_passing_pct' 'team_conference_Pac-12'
 'team_conference_ACC']"
0.2361111111111111,0.59361729179911,11,"['team_conference_Big Ten' 'team_name_encoded'
 'team_conference_Conference USA' 'yoy_win_rate'
 'is_not_same_coach_next_season' 'player_weight'
 'team_conference_American Athletic' 'stats_passing_pct' 'is_power_5'
 'player_class' 'team_conference_ACC']"
0.2395543175487465,0.618410680228862,4,"['player_class' 'team_conference_Sun Belt' 'usage_overall'
 'team_conference_SEC']"
0.24742268041237114,0.5735600762873491,9,"['team_conference_FBS Independents' 'team_conference_Big 12'
 'team_conference_Mid-American' 'team_coach_encoded' 'team_conference_SEC'
 'player_class' 'team_conference_Pac-12' 'win_rate'
 'team_conference_Conference USA']"
0.268,0.6394914176732359,23,"['team_conference_ACC' 'yoy_stats_passing_pct' 'team_conference_SEC'
 'player_height' 'team_coach_encoded' 'team_conference_Big 12'
 'team_conference_American Athletic' 'team_conference_Mountain West'
 'team_conference_Sun Belt' 'is_not_same_coach_next_season' 'yoy_win_rate'
 'win_rate' 'player_class' 'team_conference_Mid-American' 'usage_overall'
 'player_weight' 'team_conference_Pac-12' 'class_risk_factor'
 'team_conference_Conference USA' 'team_name_encoded'
 'team_conference_Big Ten' 'is_power_5' 'yoy_usage_overall']"
0.26865671641791045,0.6458741258741257,21,"['class_risk_factor' 'yoy_win_rate' 'win_rate_class_risk_factor'
 'is_not_same_coach_next_season' 'usage_overall' 'yoy_usage_overall'
 'team_conference_Conference USA' 'team_conference_SEC'
 'team_conference_Big 12' 'is_power_5' 'team_conference_Sun Belt'
 'team_conference_Mountain West' 'team_conference_American Athletic'
 'yoy_stats_passing_pct' 'team_conference_Big Ten' 'team_coach_encoded'
 'win_rate' 'team_name_encoded' 'team_conference_ACC' 'player_height'
 'player_weight']"
0.2238372093023256,0.5997393515575333,15,"['team_conference_ACC' 'player_class' 'is_not_same_coach_next_season'
 'team_conference_FBS Independents' 'player_height'
 'team_conference_American Athletic' 'team_name_encoded' 'is_power_5'
 'team_conference_Big 12' 'yoy_usage_overall' 'win_rate_class_risk_factor'
 'team_conference_Mid-American' 'team_conference_Conference USA'
 'yoy_stats_passing_pct' 'team_conference_Mountain West']"
0.25076452599388377,0.6379148124602669,16,"['is_power_5' 'team_conference_Mid-American'
 'team_conference_Conference USA' 'player_class'
 'is_not_same_coach_next_season' 'player_height' 'usage_overall'
 'team_name_encoded' 'team_conference_ACC'
 'team_conference_FBS Independents' 'team_conference_Mountain West'
 'yoy_usage_overall' 'team_conference_SEC'
 'team_conference_American Athletic' 'player_weight'
 'team_conference_Sun Belt']"
0.20787746170678337,0.6223076923076923,9,"['class_risk_factor' 'is_not_same_coach_next_season'
 'team_conference_American Athletic' 'team_conference_FBS Independents'
 'team_conference_Pac-12' 'yoy_stats_passing_pct' 'stats_passing_pct'
 'team_conference_Sun Belt' 'usage_overall']"
0.2524271844660194,0.6107056579783853,18,"['is_not_same_coach_next_season' 'team_conference_Big Ten'
 'yoy_usage_overall' 'team_conference_ACC'
 'team_conference_FBS Independents' 'team_conference_Mountain West'
 'team_conference_Big 12' 'win_rate_class_risk_factor' 'player_height'
 'team_conference_Pac-12' 'team_conference_SEC' 'win_rate' 'is_power_5'
 'stats_passing_pct' 'player_class' 'team_name_encoded' 'yoy_win_rate'
 'player_weight']"
0.20948616600790515,0.5790845518118246,10,"['yoy_stats_passing_pct' 'stats_passing_pct'
 'is_not_same_coach_next_season' 'is_power_5' 'team_conference_Big Ten'
 'yoy_usage_overall' 'player_weight' 'team_conference_Mid-American'
 'team_conference_Sun Belt' 'team_conference_Conference USA']"
0.2263681592039801,0.6199491417673236,14,"['is_not_same_coach_next_season' 'win_rate'
 'team_conference_American Athletic' 'team_conference_Big Ten'
 'team_conference_Pac-12' 'stats_passing_pct' 'usage_overall'
 'player_height' 'is_power_5' 'team_conference_SEC' 'yoy_usage_overall'
 'yoy_win_rate' 'player_weight' 'win_rate_class_risk_factor']"
0.23976608187134502,0.5957533375715194,6,"['stats_passing_pct' 'team_conference_Pac-12' 'team_conference_Big Ten'
 'team_coach_encoded' 'class_risk_factor' 'team_name_encoded']"
0.22522522522522523,0.6119771137952956,21,"['is_not_same_coach_next_season' 'class_risk_factor'
 'win_rate_class_risk_factor' 'team_conference_Mountain West'
 'yoy_stats_passing_pct' 'team_conference_FBS Independents'
 'team_conference_American Athletic' 'yoy_usage_overall'
 'team_coach_encoded' 'team_name_encoded' 'team_conference_Pac-12'
 'team_conference_ACC' 'team_conference_Conference USA' 'player_class'
 'yoy_win_rate' 'usage_overall' 'win_rate' 'team_conference_SEC'
 'team_conference_Mid-American' 'stats_passing_pct'
 'team_conference_Sun Belt']"
0.19823788546255505,0.5485314685314685,3,['yoy_win_rate' 'team_conference_Conference USA' 'team_conference_SEC']
0.2533783783783784,0.6334520025429117,18,"['is_not_same_coach_next_season' 'team_conference_ACC' 'stats_passing_pct'
 'team_conference_Mid-American' 'team_conference_American Athletic'
 'player_class' 'win_rate_class_risk_factor' 'team_conference_SEC'
 'team_coach_encoded' 'player_height' 'is_power_5' 'team_name_encoded'
 'team_conference_Big Ten' 'team_conference_Conference USA'
 'team_conference_Mountain West' 'win_rate' 'yoy_usage_overall'
 'usage_overall']"
0.21863799283154123,0.5968277177368086,14,"['stats_passing_pct' 'team_name_encoded'
 'team_conference_FBS Independents' 'team_conference_Mountain West'
 'yoy_usage_overall' 'player_weight' 'team_conference_ACC'
 'team_conference_SEC' 'team_conference_Big 12' 'is_power_5'
 'player_height' 'team_conference_Big Ten' 'is_not_same_coach_next_season'
 'team_coach_encoded']"
0.2572614107883817,0.6385123966942148,25,"['player_height' 'team_conference_Mountain West' 'team_coach_encoded'
 'team_conference_Sun Belt' 'team_conference_SEC' 'yoy_stats_passing_pct'
 'usage_overall' 'player_weight' 'is_not_same_coach_next_season'
 'yoy_win_rate' 'class_risk_factor' 'team_conference_Conference USA'
 'team_conference_Big 12' 'yoy_usage_overall'
 'team_conference_FBS Independents' 'team_conference_American Athletic'
 'team_conference_Big Ten' 'stats_passing_pct'
 'win_rate_class_risk_factor' 'player_class' 'is_power_5'
 'team_conference_Pac-12' 'team_conference_ACC' 'team_name_encoded'
 'win_rate']"
0.23195876288659795,0.5771455816910362,3,['team_conference_Mountain West' 'team_conference_Big 12' 'player_height']
0.2356020942408377,0.6344818817546091,19,"['win_rate_class_risk_factor' 'yoy_win_rate' 'team_conference_Sun Belt'
 'stats_passing_pct' 'team_conference_Big Ten' 'team_name_encoded'
 'team_conference_FBS Independents' 'usage_overall' 'player_weight'
 'team_conference_Mountain West' 'is_power_5' 'team_conference_ACC'
 'team_conference_Conference USA' 'yoy_stats_passing_pct'
 'yoy_usage_overall' 'is_not_same_coach_next_season' 'team_coach_encoded'
 'team_conference_SEC' 'win_rate']"
0.22702702702702704,0.6108582326764145,13,"['team_conference_Conference USA' 'team_conference_Big 12' 'usage_overall'
 'win_rate' 'yoy_stats_passing_pct' 'yoy_win_rate'
 'win_rate_class_risk_factor' 'team_conference_Big Ten'
 'stats_passing_pct' 'player_height' 'team_coach_encoded'
 'team_conference_Mid-American' 'team_conference_SEC']"
0.2277992277992278,0.6096757787666879,24,"['win_rate' 'team_conference_Pac-12' 'win_rate_class_risk_factor'
 'team_conference_SEC' 'team_conference_Big 12'
 'team_conference_Mid-American' 'team_conference_Sun Belt' 'usage_overall'
 'team_conference_Mountain West' 'stats_passing_pct'
 'team_conference_FBS Independents' 'team_name_encoded' 'player_height'
 'team_conference_Big Ten' 'team_conference_Conference USA'
 'yoy_stats_passing_pct' 'team_conference_American Athletic'
 'is_not_same_coach_next_season' 'team_conference_ACC' 'yoy_usage_overall'
 'class_risk_factor' 'team_coach_encoded' 'yoy_win_rate' 'player_weight']"
0.23809523809523808,0.6270311506675142,18,"['team_coach_encoded' 'player_weight' 'team_conference_Pac-12'
 'team_conference_Mid-American' 'team_conference_SEC' 'team_name_encoded'
 'team_conference_American Athletic' 'player_height'
 'team_conference_Big Ten' 'team_conference_Sun Belt'
 'is_not_same_coach_next_season' 'yoy_win_rate' 'team_conference_ACC'
 'team_conference_Mountain West' 'usage_overall' 'yoy_usage_overall'
 'yoy_stats_passing_pct' 'player_class']"
0.25663716814159293,0.5912396694214876,16,"['player_class' 'yoy_stats_passing_pct' 'team_conference_Conference USA'
 'team_conference_Mid-American' 'team_conference_Big Ten' 'win_rate'
 'team_conference_SEC' 'yoy_win_rate' 'team_conference_FBS Independents'
 'player_weight' 'team_conference_Big 12'
 'team_conference_American Athletic' 'player_height' 'team_coach_encoded'
 'win_rate_class_risk_factor' 'team_name_encoded']"
0.21254355400696864,0.6002797202797202,6,"['player_weight' 'is_not_same_coach_next_season'
 'team_conference_Conference USA' 'is_power_5' 'class_risk_factor'
 'team_conference_Mountain West']"
0.25609756097560976,0.6286331849968214,18,"['win_rate' 'yoy_stats_passing_pct' 'player_height' 'player_weight'
 'team_conference_ACC' 'yoy_win_rate' 'team_conference_FBS Independents'
 'is_power_5' 'team_conference_American Athletic' 'team_conference_Pac-12'
 'team_coach_encoded' 'team_conference_Sun Belt' 'player_class'
 'usage_overall' 'yoy_usage_overall' 'team_conference_Big Ten'
 'class_risk_factor' 'team_conference_Big 12']"
0.24161073825503357,0.6292434837889384,23,"['team_conference_Mountain West' 'team_conference_SEC'
 'is_not_same_coach_next_season' 'team_conference_American Athletic'
 'player_weight' 'team_conference_FBS Independents' 'yoy_win_rate'
 'is_power_5' 'yoy_usage_overall' 'team_conference_Pac-12'
 'team_coach_encoded' 'win_rate' 'team_conference_Big 12'
 'team_conference_Big Ten' 'team_conference_ACC' 'yoy_stats_passing_pct'
 'team_name_encoded' 'win_rate_class_risk_factor' 'stats_passing_pct'
 'player_class' 'class_risk_factor' 'usage_overall'
 'team_conference_Conference USA']"
0.2184873949579832,0.5883280356007629,10,"['team_conference_Mid-American' 'team_conference_FBS Independents'
 'is_power_5' 'team_conference_Big Ten' 'team_conference_SEC'
 'yoy_win_rate' 'team_conference_Conference USA'
 'is_not_same_coach_next_season' 'stats_passing_pct' 'player_weight']"
0.20754716981132076,0.5631722822631914,8,"['class_risk_factor' 'team_conference_Sun Belt'
 'team_conference_Mountain West' 'team_conference_Conference USA'
 'team_conference_ACC' 'win_rate' 'stats_passing_pct'
 'yoy_stats_passing_pct']"
0.2698412698412698,0.5866624284806103,3,['team_conference_ACC' 'yoy_win_rate' 'team_conference_Big Ten']
0.19659735349716445,0.5835155753337571,9,"['team_conference_Mid-American' 'is_not_same_coach_next_season'
 'is_power_5' 'team_conference_Conference USA' 'team_conference_Big Ten'
 'team_conference_SEC' 'yoy_usage_overall' 'team_name_encoded'
 'player_height']"
0.2350597609561753,0.5956389065479974,3,['class_risk_factor' 'team_conference_Big Ten' 'team_coach_encoded']
0.2262295081967213,0.601163382072473,8,"['is_power_5' 'team_coach_encoded' 'yoy_stats_passing_pct'
 'team_conference_Mountain West' 'win_rate_class_risk_factor'
 'team_conference_Big Ten' 'yoy_win_rate' 'team_conference_Conference USA']"
0.23376623376623376,0.6221487603305785,20,"['team_conference_Mountain West' 'class_risk_factor' 'team_conference_SEC'
 'win_rate' 'yoy_usage_overall' 'team_conference_American Athletic'
 'team_conference_Sun Belt' 'yoy_win_rate' 'team_name_encoded'
 'usage_overall' 'yoy_stats_passing_pct' 'team_conference_Conference USA'
 'player_weight' 'is_power_5' 'team_conference_Mid-American'
 'player_height' 'win_rate_class_risk_factor' 'team_conference_ACC'
 'team_conference_FBS Independents' 'is_not_same_coach_next_season']"
0.1794871794871795,0.5724094087730451,10,"['stats_passing_pct' 'is_not_same_coach_next_season'
 'team_conference_Sun Belt' 'yoy_win_rate' 'player_weight'
 'team_conference_Conference USA' 'team_conference_FBS Independents'
 'yoy_stats_passing_pct' 'team_conference_Pac-12'
 'team_conference_American Athletic']"
0.22972972972972974,0.5828353464717102,5,"['team_conference_Conference USA' 'team_conference_American Athletic'
 'team_coach_encoded' 'team_conference_Mountain West' 'class_risk_factor']"
0.20608108108108109,0.5809472345835982,14,"['team_conference_SEC' 'team_conference_Mountain West'
 'team_conference_Big Ten' 'team_coach_encoded' 'yoy_usage_overall'
 'is_power_5' 'player_height' 'is_not_same_coach_next_season'
 'player_weight' 'team_conference_FBS Independents'
 'team_conference_Mid-American' 'stats_passing_pct'
 'team_conference_Big 12' 'team_name_encoded']"
0.23782234957020057,0.6306420851875397,13,"['yoy_usage_overall' 'win_rate_class_risk_factor' 'is_power_5'
 'is_not_same_coach_next_season' 'team_conference_Conference USA'
 'player_weight' 'team_conference_FBS Independents' 'class_risk_factor'
 'yoy_win_rate' 'player_class' 'team_conference_Big Ten' 'usage_overall'
 'stats_passing_pct']"
0.2088235294117647,0.5845263827082009,5,"['team_conference_FBS Independents' 'team_conference_Conference USA'
 'team_coach_encoded' 'team_conference_Big 12' 'yoy_win_rate']"
0.23249299719887956,0.636554354736173,21,"['team_conference_Conference USA' 'team_conference_Big Ten'
 'team_conference_Sun Belt' 'player_weight' 'usage_overall'
 'team_conference_FBS Independents' 'yoy_stats_passing_pct'
 'team_conference_Pac-12' 'team_conference_Mountain West'
 'yoy_usage_overall' 'team_conference_Big 12' 'yoy_win_rate'
 'win_rate_class_risk_factor' 'team_conference_SEC' 'team_name_encoded'
 'player_height' 'win_rate' 'team_coach_encoded'
 'is_not_same_coach_next_season' 'team_conference_American Athletic'
 'is_power_5']"
0.22777777777777777,0.5735028607755881,18,"['stats_passing_pct' 'team_coach_encoded' 'player_height'
 'team_conference_FBS Independents' 'team_conference_Big Ten'
 'win_rate_class_risk_factor' 'class_risk_factor' 'team_name_encoded'
 'yoy_usage_overall' 'team_conference_American Athletic'
 'team_conference_SEC' 'team_conference_Mid-American' 'player_class'
 'player_weight' 'yoy_win_rate' 'team_conference_Pac-12'
 'team_conference_Big 12' 'team_conference_Conference USA']"
0.24170616113744076,0.6038779402415766,9,"['team_conference_American Athletic' 'player_class'
 'yoy_stats_passing_pct' 'team_conference_Big Ten'
 'team_conference_Big 12' 'player_height' 'team_conference_ACC'
 'class_risk_factor' 'yoy_win_rate']"
0.24671052631578946,0.6291417673235855,23,"['yoy_stats_passing_pct' 'yoy_usage_overall'
 'is_not_same_coach_next_season' 'player_class' 'team_conference_Big Ten'
 'usage_overall' 'player_height' 'win_rate' 'yoy_win_rate'
 'team_coach_encoded' 'class_risk_factor' 'player_weight'
 'stats_passing_pct' 'team_conference_Conference USA'
 'team_conference_Pac-12' 'team_conference_Sun Belt' 'team_conference_ACC'
 'team_conference_Big 12' 'team_conference_Mountain West' 'is_power_5'
 'win_rate_class_risk_factor' 'team_conference_FBS Independents'
 'team_conference_Mid-American']"
0.23174603174603176,0.6022886204704387,13,"['team_conference_Pac-12' 'team_conference_Big 12' 'team_coach_encoded'
 'team_conference_Mid-American' 'team_conference_FBS Independents'
 'team_conference_ACC' 'usage_overall' 'stats_passing_pct' 'player_height'
 'team_conference_SEC' 'player_weight' 'team_conference_Sun Belt'
 'team_conference_Mountain West']"
0.22910216718266255,0.5956961220597585,14,"['yoy_usage_overall' 'team_conference_Mid-American'
 'team_conference_Big 12' 'team_conference_ACC' 'usage_overall'
 'yoy_stats_passing_pct' 'team_conference_FBS Independents'
 'team_name_encoded' 'team_conference_Pac-12' 'player_class'
 'stats_passing_pct' 'team_conference_American Athletic'
 'win_rate_class_risk_factor' 'class_risk_factor']"
0.2231404958677686,0.6052256834075016,9,"['class_risk_factor' 'yoy_win_rate' 'team_conference_Pac-12'
 'team_conference_American Athletic' 'team_conference_Big 12'
 'player_height' 'is_not_same_coach_next_season' 'team_conference_Big Ten'
 'is_power_5']"
0.20815450643776823,0.5955308328035601,3,['win_rate' 'player_height' 'yoy_stats_passing_pct']
0.22145328719723184,0.5853719008264463,7,"['yoy_stats_passing_pct' 'team_conference_ACC' 'player_height'
 'team_conference_FBS Independents' 'yoy_usage_overall'
 'team_conference_SEC' 'player_class']"
0.2857142857142857,0.5878830260648442,15,"['yoy_win_rate' 'player_height' 'team_conference_Mid-American'
 'is_not_same_coach_next_season' 'win_rate_class_risk_factor'
 'team_conference_FBS Independents' 'class_risk_factor'
 'team_conference_American Athletic' 'team_conference_Mountain West'
 'team_conference_ACC' 'team_conference_Conference USA'
 'team_coach_encoded' 'stats_passing_pct' 'team_conference_Pac-12'
 'player_class']"
0.2219730941704036,0.6100381436745074,3,['team_conference_Big 12' 'usage_overall' 'class_risk_factor']
0.24509803921568626,0.6231659249841068,25,"['team_conference_Big Ten' 'player_class' 'yoy_usage_overall' 'is_power_5'
 'team_conference_ACC' 'win_rate_class_risk_factor' 'win_rate'
 'team_conference_Conference USA' 'team_conference_Mountain West'
 'stats_passing_pct' 'player_height' 'team_conference_Mid-American'
 'is_not_same_coach_next_season' 'player_weight'
 'team_conference_American Athletic' 'team_conference_Big 12'
 'usage_overall' 'team_conference_FBS Independents' 'class_risk_factor'
 'yoy_stats_passing_pct' 'team_coach_encoded' 'team_name_encoded'
 'team_conference_Sun Belt' 'yoy_win_rate' 'team_conference_Pac-12']"
0.24734982332155478,0.624907819453274,15,"['team_conference_Mid-American' 'class_risk_factor' 'win_rate'
 'team_conference_American Athletic' 'team_coach_encoded'
 'team_conference_Pac-12' 'player_height' 'stats_passing_pct'
 'yoy_win_rate' 'player_weight' 'team_name_encoded'
 'team_conference_Sun Belt' 'usage_overall' 'team_conference_Big Ten'
 'is_power_5']"
